top_category_id,bottom_category_id,primary_color_id,secondary_color_id,product_id
13,1765,2,1,1070862170
13,2400,4,1,970353610
13,2399,1,17,1126168950
13,2400,4,4,562213370
5,1431,1,1,1218546150
13,2398,17,17,1343193670
13,2919,2,17,944517380
8,12444,2,14,1398046360
7,1901,1,17,1439115260
7,857,11,17,1350132430
7,857,14,17,1260105470
7,854,1,17,467691440
10,857,1,1,1591752940
10,1901,17,17,1439118810
7,1901,1,14,1472369240
8,1319,9,17,820136150
6,1200,2,1,1321390130
9,1198,1,17,706571630
6,1200,4,1,1384212410
9,1180,2,1,172701060
9,1180,11,17,1127092590
9,1200,1,17,1599050710
8,1200,1,17,742926610
9,1195,2,4,833733080
9,6648,4,4,747400520
10,1311,17,17,1229332290
10,12427,9,17,721526770
10,1265,17,17,566387070
8,6333,1,1,1446445150
10,12475,16,16,1065589110
10,1350,17,17,1166799950
4,1311,4,4,1418918280
10,1250,17,17,618660720
10,77,4,4,588489890
10,1327,17,17,1367437970
3,285,2,17,1197121950
6,285,1,17,1485452620
3,285,4,17,1375669960
8,285,2,1,1469126140
3,285,1,17,620365570
3,285,2,17,1249806890
3,285,1,1,712206570
3,285,17,1,782753150
10,1333,2,17,1574817630
10,1333,17,17,1376805220
10,1333,17,17,984764520
10,1333,10,4,621594900
10,1333,4,17,821575290
10,1333,3,3,1428767050
10,1333,1,1,709743820
10,1333,1,17,704152100
8,2173,17,17,1619885030
6,1698,17,17,627290200
12,1492,4,17,201605570
12,1492,4,17,261274440
12,1522,16,16,1118779340
12,1492,4,17,1248921050
12,1492,4,17,648073320
12,1492,4,17,1551722520
12,1492,4,17,204553070
12,1492,4,17,526801020
12,1492,4,4,1166625930
12,1492,4,17,1159054620
12,1492,4,4,886638040
12,1492,14,17,1585243060
12,1529,1,1,555098940
12,1527,14,1,1256831190
12,1810,12,12,1238846790
12,1538,2,17,729119520
12,1529,1,1,546876070
12,1527,6,6,1252562430
12,1529,9,17,1506747060
12,1176,2,9,1481905940
12,1529,1,1,1321314630
12,1529,17,17,1185763870
12,1534,2,17,1252404590
12,1526,6,16,708424340
6,6436,14,14,729384810
6,6436,13,13,1479602360
6,6436,1,1,576778980
6,6436,2,17,1525647470
6,6436,2,17,1523680430
8,6436,17,17,1495698010
6,6355,1,17,858481680
6,6436,1,1,1627959100
6,6436,1,17,1593141060
6,6299,17,2,1405298070
13,1631,1,17,797783720
13,1796,0,1,1571904600
13,1632,1,1,179838960
13,1797,11,17,927675280
13,1632,1,17,1499901720
13,1797,4,1,1413239900
13,1632,4,1,688412790
13,1632,4,1,583586750
2,2085,4,4,1256366600
2,2085,17,1,1189294700
8,2085,1,17,1208927290
8,2085,17,1,1449932210
2,2085,19,4,1520981860
2,2085,9,17,1632007500
2,2085,1,1,1450205170
2,2085,1,17,1506882830
2,2085,4,4,1255913960
2,2085,4,1,574130170
2,2085,3,1,1189294840
8,108,2,17,793022880
1,109,9,17,793334740
1,108,1,17,1164409530
1,108,1,10,1178801110
1,108,1,1,848612210
1,108,4,1,719771020
1,108,1,17,903996520
1,108,1,17,1041875790
1,108,1,17,1639388750
1,108,1,17,662527220
3,203,1,1,1031670890
3,203,1,17,722901970
2,11502,12,17,1646148930
5,12438,1,17,1152472320
8,12438,1,17,1654098290
2,11502,18,17,1553752120
2,11502,1,17,1199499240
5,12438,14,17,1507616730
5,12438,1,17,1379024040
5,450,17,17,1465120630
5,1888,19,16,1398569690
5,1888,14,18,593418560
5,1888,17,17,1329035630
5,1888,1,17,1435689270
5,450,3,17,1486187960
5,450,17,1,1644521570
5,1888,2,17,1545137610
5,1888,14,18,593415330
8,1093,16,16,964203620
8,12441,17,1,1611889720
8,2078,17,1,1629573740
8,12202,14,1,1469470940
8,330,7,1,1647902470
8,12441,17,17,1622101730
8,1322,4,1,952976880
8,6823,4,17,944525780
8,12243,12,12,1595803640
8,1168,1,1,1539991360
8,6668,2,17,1228482490
8,12459,4,4,866358290
8,1319,1,1,825658580
8,174,1,1,643542350
10,2103,1,1,957838960
8,1079,14,14,1066389200
6,6253,1,17,1510827230
6,6253,1,17,1510824690
6,6253,1,17,1507439540
6,6253,1,17,1506900130
6,6253,1,1,792823480
6,6253,1,17,1510794060
6,6253,4,17,1308300950
6,6253,4,4,1285882590
6,6253,1,17,1510823210
6,6253,1,17,1507440150
6,6346,1,17,597581910
6,6253,1,17,1510796370
6,6253,17,17,590482200
6,6468,1,17,1369122980
6,6253,1,17,1506904770
6,6253,1,17,1506903680
6,6346,1,1,598030570
10,1294,17,17,1511483660
13,2350,1,17,1502722890
6,12380,19,14,1431853930
13,1555,2,17,1633107460
13,1554,1,17,933456350
8,1555,1,1,1470682910
8,993,1,17,1641645830
13,2151,1,1,1197854970
5,496,1,1,1149026900
5,2188,1,1,1315614310
5,457,1,17,1412686190
5,414,1,2,1214573870
5,11208,1,17,884654770
5,11207,0,17,1563346580
8,550,1,17,1555729510
5,496,1,16,639664670
5,11211,2,1,553666810
5,1849,18,17,1254634690
8,6096,1,1,1187987980
8,2664,17,17,1644432310
8,6096,3,17,151961020
8,1937,1,17,1306382840
8,1939,17,17,658979120
8,2665,1,17,1513464160
8,1938,1,1,482213350
8,1067,1,1,1170271830
8,1939,1,17,1577351790
8,1939,18,18,1605724590
8,1933,17,17,1435956860
8,1938,1,1,1331252970
8,894,1,1,792119560
8,1938,2,1,1314559200
8,951,4,1,580912480
8,2643,17,1,736742030
8,2643,19,13,1194423340
8,2640,10,1,1467849650
8,2640,18,1,1529552190
8,2643,12,12,1182864170
8,2642,17,1,1190309110
8,2640,18,17,556744100
8,2643,12,13,1644401840
8,2642,17,17,1323328060
8,2642,17,17,1590669310
8,2643,12,12,1641831530
8,2340,1,17,1315897830
8,2642,16,16,1427519820
8,2640,10,17,1189976920
8,2640,1,1,1300975160
8,2642,2,17,1379499760
8,2642,1,17,787838090
8,2642,18,17,1504657080
6,6931,16,1,858134650
6,6931,19,19,202207850
6,6931,4,17,489486200
6,6931,1,17,1015762940
6,6931,2,1,1414042790
6,6931,19,19,202197030
6,6932,4,1,1512314070
6,6931,17,1,451247850
6,6931,10,10,1208291560
8,2312,1,17,1258764280
8,2312,2,17,961063850
8,1932,14,1,790414230
8,2286,2,1,1159240420
8,6504,1,1,248058330
8,2312,2,17,1242932170
8,2312,1,17,1462397250
8,1909,17,17,1021585780
8,2315,19,13,1086418440
8,2313,1,17,1459990360
8,1078,14,1,763849760
8,6430,1,13,1335995600
6,6430,16,16,784638530
6,6430,1,17,241713810
8,6430,11,17,1534687930
6,6430,1,17,165426790
0,2060,12,12,1291516170
6,6430,11,17,576539460
6,6430,17,17,1020929030
6,6430,1,1,1479870440
8,6430,1,17,1055719700
6,6430,17,0,95775970
8,6430,2,17,1652205110
6,6430,2,17,1021001690
8,11355,1,17,1384110860
8,974,1,17,928860990
8,11355,4,17,1533956840
8,12470,1,17,1640150410
8,974,5,5,1567650980
8,11355,5,13,1631435580
8,11355,17,17,760194690
8,977,1,17,1513548750
8,977,1,17,1358862990
8,970,12,12,1540232240
8,1956,1,17,773121860
8,1956,1,1,1097708090
8,1956,2,17,1177256380
8,1956,1,16,1621061270
8,1107,17,17,921196150
8,1956,17,1,531055640
8,1956,9,17,703193300
8,1956,1,1,1581625170
8,1107,17,4,1559206510
8,1956,1,17,1448171330
8,1107,4,1,1579777310
8,1107,1,1,683840380
5,2190,9,17,1562134660
5,2192,19,13,793589830
5,2189,4,17,857976180
5,11241,19,18,1176937330
5,425,2,17,630740720
5,2189,4,17,858492910
5,404,17,1,1444576730
5,1838,9,19,1623030800
5,2189,4,17,881814540
5,11138,4,1,604057650
9,1685,2,1,633868830
14,1685,1,1,1140616080
9,1685,14,1,385375780
9,1226,2,17,1605893140
9,1685,14,1,710586510
9,1685,2,1,102843090
9,12228,2,17,756809560
9,1222,1,1,1554214440
9,1202,1,1,1312280970
10,1275,1,17,737772310
10,1292,12,12,905058190
10,1275,19,17,728944110
10,1275,10,17,1506476910
10,1275,12,12,559754670
10,1275,17,17,736625990
10,1275,17,17,1090519220
10,1275,10,1,1111254140
10,1275,1,17,904713700
10,6592,16,1,1340265880
0,58,1,1,1112253730
0,58,1,1,1193681960
8,11358,17,17,1135238070
0,59,17,1,1563898830
0,58,12,13,965790340
0,64,1,17,503697040
8,11358,17,17,1570938540
0,8,1,5,1542082370
0,58,1,1,1368399210
8,11358,16,16,184142420
0,58,1,1,1527614420
8,6074,11,0,1246843190
8,1016,1,17,1273221070
8,1016,1,19,1480315680
8,1016,1,1,1575299670
8,1016,1,17,1500065880
8,1016,0,17,1243259820
8,1016,17,17,1618205450
8,1016,1,1,913209170
8,1016,17,1,629533640
8,1016,1,2,1204058320
8,1016,12,12,947927120
8,1016,19,1,1268848210
8,1016,17,17,271564800
8,1016,1,1,654528300
8,1016,16,16,517767560
8,1016,17,17,1355269620
0,2154,17,5,729886280
0,2154,1,16,1608121670
0,2154,17,19,1113736160
0,2154,4,1,952083380
5,2154,1,17,1611180610
0,2154,17,17,1430937720
0,2154,1,16,1608123810
0,2154,17,1,984450870
0,2154,4,17,568698360
0,2154,17,1,1270545760
0,2154,17,17,729891500
7,1899,1,17,454821230
7,1899,1,17,941568430
7,1899,1,1,1063510920
7,1899,1,1,1544146160
10,6604,2,17,643773280
6,6858,1,17,1506733960
10,6122,1,17,675155200
10,1292,4,16,1146114110
13,1878,1,17,537299940
10,6604,2,12,541293000
10,1340,16,16,240585730
8,2847,2,9,507383490
10,1289,1,17,543394510
6,6338,17,17,503903710
6,6338,1,17,581653090
10,1340,4,1,1192802540
8,6109,1,17,1367551750
8,130,17,17,1154240160
13,12449,17,17,1271598310
8,1941,14,17,1543342190
11,1279,16,16,1654530960
8,2869,2,1,1616869410
8,128,17,4,959118240
8,6088,17,17,1646945680
8,947,17,1,1645615410
8,947,3,3,1599701950
8,947,14,17,1232917000
8,947,17,17,1497383300
8,947,17,17,1055393610
8,947,17,17,1052777350
8,947,17,2,1375982490
8,947,3,3,1452121320
8,947,17,17,939563730
8,355,17,1,1204546020
13,123,12,12,1597536330
13,1585,1,17,1162814520
8,6108,17,17,1575143470
13,1585,1,17,769427100
8,2098,17,17,1652965190
13,1585,14,17,1620841970
5,46,19,13,1296382800
13,1585,2,17,1399326060
13,1607,1,17,1300850460
8,1583,18,1,1649989080
8,5,18,17,1593727320
12,4,1,1,1650230470
0,5,1,1,775488190
0,5,9,9,682499000
5,1276,1,1,577025460
6,6681,0,5,536117960
8,6387,17,17,1164182220
6,6387,4,14,1564793710
6,6387,4,17,1630703660
6,6387,1,17,1596146690
6,6681,2,17,506989070
6,6534,14,14,947767230
6,6681,2,12,1637378930
6,6387,17,4,761327900
6,6681,2,17,111641330
6,6387,2,17,1081368290
6,6387,1,17,721839610
6,6387,2,17,1576527440
6,6804,1,17,1269326860
6,6794,2,17,539248530
6,6794,2,17,741355100
6,1605,9,19,1653788290
6,1606,1,17,897373800
6,6794,1,19,1069609300
6,6794,17,1,1307496470
6,6794,14,19,539249570
6,6794,14,19,539250180
6,6794,1,2,539249360
5,12184,1,1,1181297230
8,12184,17,1,1348627900
5,12184,1,17,1576217900
0,12184,7,7,1274272630
0,12184,5,17,1528692840
0,12184,17,1,1431229120
0,12184,17,1,1394942170
5,12184,1,17,1528742060
8,6667,2,1,461263510
8,6853,1,1,1007260570
6,6423,17,17,990094670
6,6667,17,17,1517048310
6,6667,1,1,1460188360
8,6667,1,1,586894080
8,6667,1,17,937194210
8,1165,4,4,1003118670
8,1938,1,17,1495547440
8,6667,1,1,1484973080
6,6667,1,17,581952430
1,180,17,17,540601410
1,1783,4,4,1317314640
1,1783,4,4,1146942590
1,2808,1,1,54906400
10,2078,4,17,913476030
1,81,19,13,1313861200
1,1783,2,17,1006002850
5,2192,1,2,984943260
5,1854,12,12,1002104320
5,2132,2,17,868001160
5,2192,1,17,1642959780
5,2132,12,12,1605133670
5,2132,17,17,1082841560
5,11222,4,17,483390140
5,11222,1,17,1482142210
5,394,19,17,1619597280
5,2132,1,17,1058192990
8,1010,1,17,1612255870
8,1010,14,17,1389813950
8,1010,17,17,1421532100
8,1010,1,1,734985890
8,1010,1,17,1591138140
8,1010,1,1,1416101720
5,11150,1,17,984004740
5,2136,17,17,1647755150
5,11151,1,1,794348180
5,46,18,18,1592404720
5,394,1,1,1416685020
5,1824,1,1,1595296650
5,414,1,1,1281065100
5,37,17,1,908182020
5,45,1,17,1415004180
8,2087,17,17,460968530
5,489,17,17,1321348540
5,2125,1,17,921263280
12,1495,12,17,1027034610
12,1502,2,17,1419287290
12,1502,17,17,1040482270
12,1483,14,17,1378710960
12,1502,1,17,1386677390
12,1499,2,17,514054560
12,1502,17,17,1040725390
12,1502,17,17,1041562450
12,1502,2,17,1556187560
12,1502,1,17,1556176270
12,1502,2,17,1530266300
12,1502,12,12,1644642940
12,1502,1,17,1573285770
12,1503,4,12,840321210
8,6402,17,1,1338997920
8,6402,17,17,1216648430
6,6402,11,11,791973360
8,6402,4,17,1601075600
5,46,19,13,1343427390
5,2833,18,19,816561440
5,2833,1,17,658786750
5,2833,18,17,1215942810
5,2833,17,17,1422159240
5,2833,17,17,1422161300
5,2833,12,12,230748710
5,2833,4,4,588567460
5,2833,14,14,1203442020
5,2837,18,1,1336283010
5,2833,2,1,1189087180
5,2833,12,12,1607542030
5,2833,17,17,552694050
8,1130,17,1,1168856730
8,12372,1,17,1612268230
8,1119,1,17,602100440
8,1130,1,17,1463182760
8,1130,1,1,808470150
8,1130,4,4,1160521150
8,6876,17,17,1041411530
8,1171,1,17,724141320
8,1130,16,1,792852440
8,974,1,17,1402476050
6,6355,1,1,644820210
8,1130,16,3,1428111510
8,2213,1,17,1629798420
8,1130,0,1,1645077320
6,6585,1,1,1102763830
4,324,1,1,1553018520
10,6108,1,7,643716450
6,6837,1,17,966277150
6,1258,14,17,1058698870
10,103,19,17,1297574360
6,6593,1,17,1227893170
6,6593,1,17,1639580200
6,6592,12,12,1510123720
6,6844,12,12,1596388740
6,6593,4,1,1490953610
8,6858,4,17,1237070230
6,6578,0,2,1434832570
6,6338,14,17,1296900860
6,10809,9,9,860040750
8,10809,1,17,1400426890
8,10809,1,17,1513504330
8,10809,1,17,1499999770
8,10809,1,1,248054680
8,10797,1,17,1336678170
8,10809,1,1,1476555150
8,10809,1,17,1589284630
8,10809,1,17,1647656590
13,2098,1,14,1506385480
8,2098,1,1,1487622970
13,2098,1,1,1233318210
13,2098,4,1,1287622880
8,1950,16,16,1628496580
8,12449,17,17,1569477000
13,2098,17,1,1033486020
6,6988,17,17,705307480
6,6988,19,17,544706240
6,12382,1,17,1500404610
6,9117,17,17,850612820
6,9117,17,17,907132180
6,6988,12,12,577872320
6,12382,12,12,1406619470
6,6989,1,17,1399306970
6,6988,1,17,703443460
6,6988,12,12,955547160
12,1441,14,17,1149583820
12,1447,2,17,1272124290
5,1449,17,1,563945110
5,414,1,1,803064820
12,1505,17,1,580909540
12,1441,1,17,696610120
12,1505,16,16,183801530
5,1505,7,7,543379300
12,1505,2,17,760356610
7,846,17,17,1578956040
7,846,17,17,1526090350
7,846,17,17,1313077640
8,893,16,16,658787990
7,846,12,12,1272322470
7,846,17,1,1490201930
5,1182,4,4,954069830
2,184,14,17,697121050
2,184,4,4,1321021550
2,184,2,9,1394488870
2,184,2,2,1358517320
8,1000,10,1,819123910
8,1000,1,17,1292796470
8,1000,17,17,1473024090
8,975,1,1,855262680
8,1000,4,4,1009770820
8,975,16,16,1627248270
8,973,17,1,1624368900
8,1000,1,1,1252943090
8,1000,12,12,949804330
8,1000,17,17,1649312040
5,11241,1,1,1528635950
5,489,19,19,1567760430
5,375,16,16,1181383200
5,11151,1,17,1601910710
5,11151,1,1,1489248840
5,11151,12,12,1465163960
5,11151,18,18,1254556900
10,12478,12,12,1294143800
10,12478,4,17,1026826040
10,12486,14,1,1444039970
10,12478,4,4,1429142190
10,12478,12,16,1028935320
10,12478,14,17,1226756860
10,12478,12,12,1403383260
10,12487,12,12,1388914420
10,12478,14,17,1414065350
10,12478,16,16,1527904400
10,12478,14,17,1278390700
8,1834,1,1,834572920
3,317,6,6,652948480
3,215,1,1,1605697790
3,532,1,1,846473350
3,315,4,1,1452996360
8,317,2,17,1648101610
3,215,12,12,1340052310
5,398,1,17,1137383740
5,497,0,0,977779990
5,497,4,4,1457067870
5,11121,1,17,1297630870
5,2837,10,1,1298320340
5,497,17,17,1508246180
8,1577,12,12,780930790
5,497,9,9,1654193710
8,6801,1,1,1607840260
13,845,1,13,1198655650
8,2856,1,17,1593812790
1,70,4,4,771409820
0,71,19,17,1627611280
8,70,1,17,1513162980
8,2168,1,17,1171781210
1,70,4,4,760756730
8,72,1,17,1307908470
8,2055,17,17,1568997420
13,1631,1,1,808989870
8,1857,4,1,1590608420
8,6109,1,2,1341816480
8,6109,2,17,1539043880
8,1857,4,17,1325505580
11,2638,17,17,1329286510
8,6109,1,17,1103334010
8,6109,12,12,840882460
8,2400,4,4,1310433690
8,1857,17,9,1310058420
8,6109,1,1,884157550
6,6346,17,1,1083497970
8,6109,17,17,1567856640
10,2102,17,17,1567727790
10,1327,1,17,497710520
10,12482,12,12,1113415150
10,1326,1,17,987635650
10,1292,12,12,1205395730
10,1292,12,16,1278107520
10,354,16,16,917385340
10,354,12,12,1135998450
6,6592,12,5,1051897710
6,6653,2,17,923752790
6,6451,17,17,1489949490
6,1384,14,17,248061880
6,6270,1,2,609948540
6,1320,4,1,689639060
6,6592,5,17,576364660
6,12394,16,16,1251352450
11,6452,1,17,690172250
8,6452,12,12,717793100
6,6598,12,12,1590811440
6,6338,4,17,1041767110
6,6451,4,4,1069330120
6,327,17,17,1550662110
6,6839,2,17,1097600700
4,6839,17,17,1311358720
1,6839,0,10,1165705510
5,1845,11,17,1263615810
5,11116,1,1,159545930
5,541,17,1,620412390
5,396,2,17,1230566640
5,1845,11,12,990584140
5,1843,5,5,898655110
8,12376,5,12,1474533060
8,12403,1,17,886767280
8,910,14,17,1013618170
8,1170,1,1,718604810
8,910,1,1,920522110
8,1171,1,1,1569258330
8,910,1,1,857215400
8,910,19,0,1560674120
8,910,1,17,831118840
8,910,1,17,1648112480
8,911,1,1,1112523990
8,918,4,17,1539565210
8,911,1,17,804201300
8,1923,1,17,1583685260
8,911,17,17,640903380
8,11556,3,3,1237398310
8,911,1,17,1360447200
8,1923,1,17,1420582260
8,11556,1,17,817783630
5,1923,17,17,1155581050
7,887,1,17,1449024040
8,1780,19,1,1581798030
8,887,1,17,1417417210
7,887,1,17,1618364540
8,10812,1,17,545572030
7,887,1,1,1581655040
8,6058,11,17,1645827680
8,887,17,17,1569520220
8,12216,17,17,1340610980
8,2006,3,17,1420770740
13,2006,1,17,1545689950
7,2006,16,16,1457232830
8,2006,4,17,1486404770
8,2006,17,2,1436193990
7,2006,1,17,1578695690
8,2006,10,10,1651317510
8,2006,1,17,1560703370
5,421,14,14,1380326540
5,421,12,12,1598870980
5,421,19,13,1145404660
5,46,19,13,886309440
5,421,14,14,1406722930
5,421,14,14,1405199640
5,490,17,17,1001196290
5,46,19,13,885885850
6,1594,1,1,1396518160
6,6451,2,17,1337891420
8,6804,1,17,1609429630
8,6451,2,1,1363749090
6,6451,17,17,910484950
6,12387,2,1,1321785600
6,6451,1,17,886364490
5,6451,17,17,910573220
5,98,14,17,1542129060
6,6451,12,12,1584204440
2,173,1,1,1058491830
14,173,12,12,633889470
2,173,4,17,1463641060
2,173,4,4,666104670
2,173,4,1,1654009570
2,173,2,17,1497568390
2,173,4,4,1241059540
2,173,17,17,1519835680
2,173,1,1,1205884950
8,2786,14,17,515531710
8,1094,17,17,1430223090
8,1020,1,14,1472453090
8,1091,1,1,797439910
8,2196,4,17,814265460
8,1117,4,4,797184390
8,12410,14,17,797429130
8,1117,4,4,797228080
8,1117,0,17,733514730
14,11273,4,1,1326208810
8,2377,19,17,1537783280
14,11273,2,17,1529106800
8,1571,17,17,643009480
14,11273,2,17,891234880
14,11273,9,9,1382120300
14,11273,1,17,837503620
0,8,1,17,586530310
0,8,1,1,1273990430
0,63,4,4,1335760280
0,63,14,14,933050770
8,59,17,19,1207636660
0,64,1,1,722267120
0,63,6,17,1063328050
0,63,17,17,919738230
0,63,17,17,1654300770
8,63,1,17,1641607150
0,63,1,17,533835100
0,63,17,17,919714930
0,64,1,1,1253045410
5,1848,4,4,1600445530
5,2134,1,1,1569457710
5,1846,17,1,1280577220
5,1848,4,4,1077477210
5,22,2,19,1103552900
5,1848,4,17,1307540650
5,46,19,13,1069431930
5,1846,14,7,1359351890
8,894,17,17,1245801340
8,1909,16,17,1407492560
8,6504,1,17,696559540
8,1909,14,17,1586629070
8,894,2,17,1415887730
8,2311,1,17,1211730400
8,894,18,18,1127830960
8,894,19,1,1060328300
8,2340,12,12,999148690
8,1163,1,17,975980600
8,1163,16,16,1232827530
8,1163,1,17,1186829240
8,130,1,1,959204270
8,130,1,17,1324628350
5,12206,2,4,1577471610
8,1163,4,17,1277423880
8,6099,17,13,1425521840
8,1163,17,17,1603701920
8,1163,13,13,719894040
8,1163,4,17,1376028700
8,1151,1,1,920781330
8,1163,7,7,1499244080
8,1163,17,17,1123369770
8,1163,12,12,1321313390
8,1158,2,9,1223064640
4,345,1,1,386011770
4,336,1,1,585940540
4,2013,19,17,1107550550
4,2099,17,17,711758730
4,327,1,1,1117299580
4,326,9,17,1475304220
4,336,12,12,990081340
8,341,4,4,553491650
8,1870,1,17,1598872910
8,1870,1,17,1238920300
8,1870,1,17,825655520
8,1870,1,17,1311316010
8,1870,18,1,1038219980
8,1870,12,12,1499149350
8,1870,17,1,1576403180
8,1870,1,17,1467994600
8,1870,1,1,1241790950
8,1870,1,1,945315490
8,1872,17,17,788110440
5,2134,17,1,625180060
5,2134,1,10,1604109040
5,2134,4,13,1640516050
5,1843,1,17,1581519030
5,2134,11,1,1595104220
5,2134,2,17,621163430
9,2831,1,17,1371544570
9,6076,4,4,1394269200
9,6076,1,17,1475366550
9,6076,1,17,1015708310
8,2831,16,1,1558765010
9,6076,1,1,1105833700
9,6076,1,1,1503288610
9,6076,14,17,1265413050
9,6075,2,17,1335938700
9,6074,14,17,488136810
9,6076,1,1,1336812080
8,6076,1,17,1390659230
14,2905,17,13,854387820
0,47,1,12,1653456080
5,2905,17,17,878160640
5,2905,1,1,1280777950
5,1653,17,17,1178903470
8,12370,2,17,1456319460
8,12370,1,17,1653009300
8,12370,17,1,1109053760
8,12370,4,1,1539718270
8,12370,16,16,1506278210
8,12370,1,1,1639474200
8,12370,10,17,1453642640
8,12370,1,17,1644092380
8,12370,17,18,1472635450
8,12370,4,1,1590098650
8,12370,14,1,1078614800
8,12370,1,17,1371840980
8,12370,1,1,1384978060
5,1653,17,17,1213737430
5,535,19,17,496279080
5,11224,2,1,958551080
5,1840,1,17,1098779630
5,1840,1,17,1387430930
14,2079,12,12,1003209930
5,11119,1,17,1057174780
5,1840,14,17,1527869270
8,6361,1,17,1609420860
8,1170,12,16,1627064790
6,1170,1,17,1440301530
8,1170,9,17,1507727630
8,2103,17,1,1562027940
8,12151,14,1,1442905230
8,12232,12,17,1632425280
8,1170,1,17,1591320850
8,910,1,17,1248496460
8,12232,3,3,1465518470
8,910,3,3,1458123520
12,1550,12,12,1225973610
12,1483,12,12,1603310320
12,1495,14,17,1015828740
12,1525,17,17,1517218230
12,1483,1,17,1516703310
12,1484,1,17,1333203260
12,1483,12,12,1430808570
12,1525,2,17,1551705030
12,1550,12,12,1461407010
12,1483,1,17,1475567770
12,1483,12,12,1464229350
12,1483,1,17,1478910110
3,2338,1,1,1611085130
3,2338,17,2,1600547450
3,904,2,7,928623210
3,2338,1,17,1651053540
3,2338,1,17,1568112440
3,2338,12,12,1568230030
3,2338,1,17,1568234020
3,2338,4,17,1568208050
3,2338,4,17,1568199320
3,2338,2,17,1229253160
3,2338,1,1,1512012180
3,2338,4,17,1568217210
3,2338,12,12,1568229080
3,257,1,1,1457375850
3,245,1,1,1459859600
3,257,1,1,643999030
3,257,12,12,151962860
3,257,1,19,832988710
3,257,17,17,1652594730
3,257,17,17,1260898440
3,257,2,2,194822110
3,257,4,17,743355190
3,257,1,16,798668620
3,257,17,16,1391159910
3,2092,1,1,807817070
3,257,19,17,1576825860
8,12351,2,17,1602087300
6,9326,1,17,691518870
8,9326,1,17,962207060
6,9326,1,1,1652729360
6,6677,1,1,1606565760
8,6677,1,17,1571795840
6,6677,1,1,1589789010
6,9326,17,17,1321665000
6,6677,1,17,910431370
8,2644,4,4,1445507860
7,862,1,13,1181186300
8,999,1,1,634140430
7,862,1,1,978762100
8,6359,1,17,1581833720
8,10,16,16,1607380420
7,862,14,17,1098090810
7,864,1,2,1649975100
10,848,17,17,1497228870
8,864,1,17,1514075280
8,864,17,17,924298800
7,864,5,5,1640657450
7,864,2,17,1417111540
8,863,2,17,953171200
8,848,19,19,1251333960
13,2349,1,1,1311573530
13,2349,1,17,1400417190
13,2349,1,17,1625602960
13,2349,1,1,646533430
13,2349,1,1,1618866540
13,2349,1,1,1378897670
13,2349,1,17,1414454690
13,6943,1,1,1302007490
8,12219,12,12,1113363070
13,2349,4,1,104217650
8,2349,19,17,620951490
13,2349,1,1,1605367940
8,2349,2,1,1003996470
8,2349,1,1,994889680
13,2349,1,1,1623035320
11,1394,12,12,607460040
11,1396,1,1,1418142020
11,1394,17,17,1409240830
11,1394,17,17,1341246600
8,6321,12,1,802792920
11,1353,12,12,633372700
1,121,1,17,528014000
11,1394,17,17,744104090
11,1394,17,17,744111720
11,1394,17,17,744113050
11,1354,1,10,934330650
11,1394,17,17,744098010
11,1394,17,17,744092290
13,12434,1,17,1614200510
12,12434,3,3,1538396120
13,12434,17,17,1535154520
13,12434,10,17,1483807730
13,12434,3,3,1537354350
13,12434,17,17,1210981640
13,12434,10,17,1484560170
13,12434,3,3,1542653390
13,12434,10,17,1480323690
13,12434,10,17,1480329420
12,1593,1,17,1612863770
13,1593,1,1,1499111610
13,12434,2,17,1612950350
8,12434,2,16,1604641180
8,979,1,1,1115985920
8,972,7,17,1299011120
8,998,4,1,1023714260
8,970,17,17,1467516630
8,983,17,17,1327588080
8,970,1,1,1420708350
8,972,1,17,1559063160
8,972,4,4,1184446010
8,12456,1,1,1274579170
8,12470,17,1,1485832170
8,994,1,1,643032860
6,6591,1,17,896495390
6,6591,2,17,1240095510
6,6591,2,17,1322076170
6,6591,2,1,797852910
6,6591,4,4,551249380
6,6592,12,12,506204890
6,6591,2,17,1509117350
6,6582,16,16,1508179920
6,6591,1,17,647134850
6,6591,2,17,542830670
8,12207,17,17,1630691820
8,12332,1,17,1351990130
8,12207,1,11,1231969880
8,12200,0,17,970648890
8,12207,17,1,1638350580
8,12162,1,1,1529454130
8,12207,17,1,1638309430
8,6393,1,19,1089537400
8,12207,17,17,975290440
8,12207,1,1,1146217990
8,12207,4,4,1517204180
8,1025,17,17,1081849900
8,268,2,17,1451562310
3,1999,2,17,1464074580
6,268,1,17,1426184400
6,1668,17,1,1101372740
3,268,1,17,1099124120
3,9132,17,17,1224044400
5,460,16,16,1471191200
5,460,0,0,1603297950
5,460,0,0,1645176210
5,460,2,17,1222612100
5,460,0,0,1603616270
5,450,1,17,1269497030
5,460,14,17,1309262040
5,11120,14,17,1430426570
5,477,17,1,1242825190
5,1828,16,16,1587843790
5,11122,4,0,1641771200
5,460,0,0,1625845390
10,1299,14,16,678865550
6,1299,17,17,1581906320
8,1657,16,16,1592230700
10,1299,1,17,681565580
10,6577,17,1,216334260
8,6122,1,1,1289350690
10,1299,1,17,1458508030
8,6577,1,1,201588320
8,1262,2,16,1643587360
10,1299,1,17,489734540
10,12472,4,1,978018220
8,1299,17,10,1578656710
8,1426,16,16,1430677350
8,1426,1,17,1438715550
8,1426,17,17,1226890660
